2021-04-09,20,95
2021-04-10,8,42
2021-04-11,8,42
2021-04-12,20,102
2021-04-13,20,103
2021-04-14,20,91
2021-04-15,20,96
2021-04-16,20,97
2021-04-17,8,38
2021-04-18,8,38
2021-04-19,20,94
2021-04-20,20,96
2021-04-21,20,89
2021-04-22,20,108
2021-04-23,20,88
2021-04-24,8,48
2021-04-25,8,36
2021-04-26,20,99
2021-04-27,20,113
2021-04-28,20,103
2021-04-29,20,99
2021-04-30,20,99
2021-05-01,8,37
2021-05-02,8,39
2021-05-03,8,32
2021-05-04,8,23
2021-05-05,8,29
2021-05-06,20,93
2021-05-07,20,75
2021-05-08,8,38
2021-05-09,8,34
2021-05-10,20,72
2021-05-11,20,80
2021-05-12,20,77
2021-05-13,20,97
2021-05-14,20,85
2021-05-15,8,33
2021-05-16,8,27
2021-05-17,20,89
2021-05-18,20,80
2021-05-19,20,70
2021-05-20,20,87
2021-05-21,20,74
2021-05-22,8,37
2021-05-23,8,37
2021-05-24,20,86
2021-05-25,20,85
2021-05-26,20,82
2021-05-27,20,91
2021-05-28,20,86
2021-05-29,8,33
2021-05-30,8,37
2021-05-31,20,73
2021-06-01,20,97
2021-06-02,20,82
2021-06-03,20,87
2021-06-04,20,95
2021-06-05,8,37
2021-06-06,8,39
2021-06-07,20,86
2021-06-08,20,91
2021-06-09,20,89
2021-06-10,20,83
2021-06-11,20,79
2021-06-12,8,41
2021-06-13,8,31
2021-06-14,8,28
2021-06-15,20,92
2021-06-16,20,81
2021-06-17,20,83
2021-06-18,20,81
2021-06-19,8,40
2021-06-20,8,32
2021-06-21,20,89
2021-06-22,20,93
2021-06-23,20,79
2021-06-24,20,81
2021-06-25,20,80
